Invoice Number,Payment Method,Payment Date,Sales person,Dynamic Data Masking,Email,,,,,,,,
INV-93916,Credit Card,9-Apr-24,,,,,,,,,,,
INV-80999,Credit Card,5-May-24,,,,,,,,,,,
INV-97285,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-56164,Check,6-May-24,,,,,,,,,,,
INV-97655,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-54230,ACH Transfer,21-Apr-24,,,,,,,,,,,
INV-42231,Check,13-Apr-24,,,,,,,,,,,
INV-40360,ACH Transfer,5-May-24,,,,,,,,,,,
INV-21841,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-78706,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-23654,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-70513,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-23352,Wire Transfer,4-May-24,,,,,,,,,,,
INV-63194,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-80594,Check,22-Apr-24,,,,,,,,,,,
INV-47538,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-52881,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-44100,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-75612,Check,18-Apr-24,,,,,,,,,,,
INV-92620,Check,4-May-24,,,,,,,,,,,
INV-82841,Check,13-Apr-24,,,,,,,,,,,
INV-29181,Check,27-Apr-24,,,,,,,,,,,
INV-20284,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-15767,Credit Card,17-Apr-24,,,,,,,,,,,
INV-46489,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-63181,Credit Card,1-May-24,,,,,,,,,,,
INV-27092,Credit Card,11-Apr-24,,,,,,,,,,,
INV-71004,Credit Card,30-Apr-24,,,,,,,,,,,
INV-39035,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-92240,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-87515,Credit Card,10-Apr-24,,,,,,,,,,,
INV-59475,ACH Transfer,17-Apr-24,,,,,,,,,,,
INV-75015,Credit Card,8-Apr-24,,,,,,,,,,,
INV-94280,Credit Card,20-Apr-24,,,,,,,,,,,
INV-18228,Credit Card,10-Apr-24,,,,,,,,,,,
INV-65809,Check,9-Apr-24,,,,,,,,,,,
INV-89460,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-50282,Wire Transfer,30-Apr-24,,,,,,,,,,,
INV-97589,Check,5-May-24,,,,,,,,,,,
INV-65394,Credit Card,21-Apr-24,,,,,,,,,,,
INV-67111,Credit Card,30-Apr-24,,,,,,,,,,,
INV-71962,ACH Transfer,20-Apr-24,,,,,,,,,,,
INV-88437,Credit Card,12-Apr-24,,,,,,,,,,,
INV-91635,Wire Transfer,12-Apr-24,,,,,,,,,,,
INV-63986,Credit Card,25-Apr-24,,,,,,,,,,,
INV-54397,Credit Card,5-May-24,,,,,,,,,,,
INV-40550,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-66855,Check,24-Apr-24,,,,,,,,,,,
INV-93269,Credit Card,18-Apr-24,,,,,,,,,,,
INV-76936,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-84995,Credit Card,26-Apr-24,,,,,,,,,,,
INV-24505,Check,26-Apr-24,,,,,,,,,,,
INV-32734,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-20420,Check,13-Apr-24,,,,,,,,,,,
INV-49547,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-84313,Credit Card,9-Apr-24,,,,,,,,,,,
INV-99500,Check,16-Apr-24,,,,,,,,,,,
INV-26827,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-86458,Credit Card,14-Apr-24,,,,,,,,,,,
INV-39898,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-24258,Credit Card,27-Apr-24,,,,,,,,,,,
INV-20925,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-74377,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-75705,Check,6-May-24,,,,,,,,,,,
INV-89080,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-31272,Credit Card,22-Apr-24,,,,,,,,,,,
INV-31952,Credit Card,11-Apr-24,,,,,,,,,,,
INV-55681,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-86283,Credit Card,25-Apr-24,,,,,,,,,,,
INV-77646,Credit Card,27-Apr-24,,,,,,,,,,,
INV-65427,Credit Card,14-Apr-24,,,,,,,,,,,
INV-87050,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-84503,Wire Transfer,18-Apr-24,,,,,,,,,,,
INV-94616,Check,3-May-24,,,,,,,,,,,
INV-44991,Credit Card,5-May-24,,,,,,,,,,,
INV-41402,ACH Transfer,11-Apr-24,,,,,,,,,,,
INV-38283,Wire Transfer,6-May-24,,,,,,,,,,,
INV-17240,Check,4-May-24,,,,,,,,,,,
INV-45300,ACH Transfer,6-May-24,,,,,,,,,,,
INV-73899,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-83760,ACH Transfer,21-Apr-24,,,,,,,,,,,
INV-48322,Check,1-May-24,,,,,,,,,,,
INV-74677,Credit Card,24-Apr-24,,,,,,,,,,,
INV-50758,ACH Transfer,5-May-24,,,,,,,,,,,
INV-78645,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-22403,Check,20-Apr-24,,,,,,,,,,,
INV-80712,Check,26-Apr-24,,,,,,,,,,,
INV-46763,Credit Card,9-Apr-24,,,,,,,,,,,
INV-63479,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-81208,Check,12-Apr-24,,,,,,,,,,,
INV-44841,Credit Card,27-Apr-24,,,,,,,,,,,
INV-92864,Wire Transfer,2-May-24,,,,,,,,,,,
INV-68617,Wire Transfer,3-May-24,,,,,,,,,,,
INV-59403,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-17887,Wire Transfer,5-May-24,,,,,,,,,,,
INV-91189,Check,18-Apr-24,,,,,,,,,,,
INV-35320,Check,25-Apr-24,,,,,,,,,,,
INV-47500,Credit Card,23-Apr-24,,,,,,,,,,,
INV-42986,Check,25-Apr-24,,,,,,,,,,,
INV-51101,ACH Transfer,6-May-24,,,,,,,,,,,
INV-29820,Credit Card,7-Apr-24,,,,,,,,,,,
INV-44620,ACH Transfer,25-Apr-24,,,,,,,,,,,
INV-35555,ACH Transfer,4-May-24,,,,,,,,,,,
INV-41602,Credit Card,1-May-24,,,,,,,,,,,
INV-86586,Check,23-Apr-24,,,,,,,,,,,
INV-31554,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-89503,Credit Card,28-Apr-24,,,,,,,,,,,
INV-14028,Credit Card,17-Apr-24,,,,,,,,,,,
INV-74946,Check,17-Apr-24,,,,,,,,,,,
INV-48320,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-30643,ACH Transfer,13-Apr-24,,,,,,,,,,,
INV-50885,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-72265,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-34494,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-67931,Credit Card,19-Apr-24,,,,,,,,,,,
INV-29953,Check,17-Apr-24,,,,,,,,,,,
INV-81280,Credit Card,19-Apr-24,,,,,,,,,,,
INV-66480,Credit Card,30-Apr-24,,,,,,,,,,,
INV-41183,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-52632,Check,27-Apr-24,,,,,,,,,,,
INV-59649,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-90122,Credit Card,3-May-24,,,,,,,,,,,
INV-34972,Check,29-Apr-24,,,,,,,,,,,
INV-51398,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-70561,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-82249,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-63563,Check,25-Apr-24,,,,,,,,,,,
INV-25484,Check,18-Apr-24,,,,,,,,,,,
INV-19660,Credit Card,28-Apr-24,,,,,,,,,,,
INV-12971,Credit Card,10-Apr-24,,,,,,,,,,,
INV-18285,Check,11-Apr-24,,,,,,,,,,,
INV-49610,Credit Card,5-May-24,,,,,,,,,,,
INV-19367,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-14073,Check,7-Apr-24,,,,,,,,,,,
INV-12553,Credit Card,2-May-24,,,,,,,,,,,
INV-46780,Credit Card,14-Apr-24,,,,,,,,,,,
INV-19524,Credit Card,27-Apr-24,,,,,,,,,,,
INV-60087,Check,2-May-24,,,,,,,,,,,
INV-65203,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-67644,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-10660,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-41723,Check,10-Apr-24,,,,,,,,,,,
INV-61815,Check,25-Apr-24,,,,,,,,,,,
INV-59710,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-98496,ACH Transfer,21-Apr-24,,,,,,,,,,,
INV-19847,Wire Transfer,5-May-24,,,,,,,,,,,
INV-55416,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-48127,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-67500,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-35491,Wire Transfer,3-May-24,,,,,,,,,,,
INV-80185,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-19850,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-68712,Check,13-Apr-24,,,,,,,,,,,
INV-20801,Credit Card,24-Apr-24,,,,,,,,,,,
INV-98299,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-61608,Wire Transfer,30-Apr-24,,,,,,,,,,,
INV-99586,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-28045,Credit Card,22-Apr-24,,,,,,,,,,,
INV-63085,Credit Card,23-Apr-24,,,,,,,,,,,
INV-37922,ACH Transfer,30-Apr-24,,,,,,,,,,,
INV-97812,Check,28-Apr-24,,,,,,,,,,,
INV-71022,Credit Card,11-Apr-24,,,,,,,,,,,
INV-60290,Wire Transfer,2-May-24,,,,,,,,,,,
INV-21616,Check,30-Apr-24,,,,,,,,,,,
INV-44762,Check,1-May-24,,,,,,,,,,,
INV-19750,Credit Card,6-May-24,,,,,,,,,,,
INV-66146,Credit Card,4-May-24,,,,,,,,,,,
INV-21258,Credit Card,6-May-24,,,,,,,,,,,
INV-30804,Wire Transfer,12-Apr-24,,,,,,,,,,,
INV-18192,Credit Card,5-May-24,,,,,,,,,,,
INV-74639,Credit Card,23-Apr-24,,,,,,,,,,,
INV-89249,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-55627,Check,25-Apr-24,,,,,,,,,,,
INV-68096,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-56563,Credit Card,21-Apr-24,,,,,,,,,,,
INV-11145,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-51979,Credit Card,10-Apr-24,,,,,,,,,,,
INV-77542,Check,26-Apr-24,,,,,,,,,,,
INV-31386,ACH Transfer,30-Apr-24,,,,,,,,,,,
INV-71206,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-45902,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-39001,ACH Transfer,30-Apr-24,,,,,,,,,,,
INV-28362,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-69617,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-98620,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-21948,Check,30-Apr-24,,,,,,,,,,,
INV-73081,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-84128,Credit Card,20-Apr-24,,,,,,,,,,,
INV-45878,Check,17-Apr-24,,,,,,,,,,,
INV-90528,ACH Transfer,30-Apr-24,,,,,,,,,,,
INV-20508,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-76817,Credit Card,4-May-24,,,,,,,,,,,
INV-59947,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-84294,ACH Transfer,30-Apr-24,,,,,,,,,,,
INV-56668,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-40299,Check,15-Apr-24,,,,,,,,,,,
INV-88333,Check,23-Apr-24,,,,,,,,,,,
INV-96022,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-10953,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-89036,Credit Card,14-Apr-24,,,,,,,,,,,
INV-97331,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-67558,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-82265,Credit Card,7-Apr-24,,,,,,,,,,,
INV-21454,Check,21-Apr-24,,,,,,,,,,,
INV-11568,Check,12-Apr-24,,,,,,,,,,,
INV-52008,Wire Transfer,4-May-24,,,,,,,,,,,
INV-30547,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-30933,Check,13-Apr-24,,,,,,,,,,,
INV-49886,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-28893,ACH Transfer,25-Apr-24,,,,,,,,,,,
INV-82314,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-63775,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-22756,Credit Card,19-Apr-24,,,,,,,,,,,
INV-95037,Credit Card,22-Apr-24,,,,,,,,,,,
INV-73947,Check,16-Apr-24,,,,,,,,,,,
INV-46462,Wire Transfer,2-May-24,,,,,,,,,,,
INV-94537,Credit Card,23-Apr-24,,,,,,,,,,,
INV-60197,Credit Card,24-Apr-24,,,,,,,,,,,
INV-35840,ACH Transfer,17-Apr-24,,,,,,,,,,,
INV-45054,Check,3-May-24,,,,,,,,,,,
INV-67705,Credit Card,13-Apr-24,,,,,,,,,,,
INV-58118,Credit Card,6-May-24,,,,,,,,,,,
INV-59743,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-76904,Wire Transfer,18-Apr-24,,,,,,,,,,,
INV-57625,ACH Transfer,26-Apr-24,,,,,,,,,,,
INV-11890,ACH Transfer,5-May-24,,,,,,,,,,,
INV-62468,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-28784,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-92840,Check,11-Apr-24,,,,,,,,,,,
INV-71937,ACH Transfer,20-Apr-24,,,,,,,,,,,
INV-83062,Credit Card,13-Apr-24,,,,,,,,,,,
INV-93689,Check,3-May-24,,,,,,,,,,,
INV-30147,Credit Card,8-Apr-24,,,,,,,,,,,
INV-70847,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-87269,Check,25-Apr-24,,,,,,,,,,,
INV-26843,Credit Card,8-Apr-24,,,,,,,,,,,
INV-96493,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-18342,Credit Card,11-Apr-24,,,,,,,,,,,
INV-73651,Check,19-Apr-24,,,,,,,,,,,
INV-72987,Check,2-May-24,,,,,,,,,,,
INV-85873,Wire Transfer,30-Apr-24,,,,,,,,,,,
INV-29047,Credit Card,18-Apr-24,,,,,,,,,,,
INV-69307,ACH Transfer,5-May-24,,,,,,,,,,,
INV-22151,Check,26-Apr-24,,,,,,,,,,,
INV-30829,Check,5-May-24,,,,,,,,,,,
INV-79749,Credit Card,19-Apr-24,,,,,,,,,,,
INV-67486,Wire Transfer,6-May-24,,,,,,,,,,,
INV-11545,ACH Transfer,2-May-24,,,,,,,,,,,
INV-58144,Credit Card,28-Apr-24,,,,,,,,,,,
INV-88503,Credit Card,5-May-24,,,,,,,,,,,
INV-80155,Wire Transfer,5-May-24,,,,,,,,,,,
INV-64325,Credit Card,14-Apr-24,,,,,,,,,,,
INV-56685,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-91037,Wire Transfer,18-Apr-24,,,,,,,,,,,
INV-44221,Check,28-Apr-24,,,,,,,,,,,
INV-57996,Credit Card,20-Apr-24,,,,,,,,,,,
INV-43906,Wire Transfer,4-May-24,,,,,,,,,,,
INV-31505,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-17100,Check,23-Apr-24,,,,,,,,,,,
INV-24197,Credit Card,19-Apr-24,,,,,,,,,,,
INV-42143,Wire Transfer,12-Apr-24,,,,,,,,,,,
INV-86651,Credit Card,9-Apr-24,,,,,,,,,,,
INV-69208,Wire Transfer,4-May-24,,,,,,,,,,,
INV-70491,Credit Card,27-Apr-24,,,,,,,,,,,
INV-73611,ACH Transfer,30-Apr-24,,,,,,,,,,,
INV-76212,Credit Card,2-May-24,,,,,,,,,,,
INV-20342,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-37093,ACH Transfer,13-Apr-24,,,,,,,,,,,
INV-77473,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-68947,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-56305,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-62592,Wire Transfer,27-Apr-24,,,,,,,,,,,
INV-93898,Credit Card,1-May-24,,,,,,,,,,,
INV-76476,Credit Card,10-Apr-24,,,,,,,,,,,
INV-58236,Check,5-May-24,,,,,,,,,,,
INV-60874,Credit Card,22-Apr-24,,,,,,,,,,,
INV-77650,Credit Card,11-Apr-24,,,,,,,,,,,
INV-60397,Credit Card,16-Apr-24,,,,,,,,,,,
INV-57031,ACH Transfer,1-May-24,,,,,,,,,,,
INV-45686,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-91176,Check,8-Apr-24,,,,,,,,,,,
INV-88025,ACH Transfer,2-May-24,,,,,,,,,,,
INV-58063,Check,21-Apr-24,,,,,,,,,,,
INV-67468,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-52361,Credit Card,6-May-24,,,,,,,,,,,
INV-49587,Wire Transfer,3-May-24,,,,,,,,,,,
INV-95908,Check,8-Apr-24,,,,,,,,,,,
INV-32825,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-24210,Credit Card,13-Apr-24,,,,,,,,,,,
INV-77949,Check,3-May-24,,,,,,,,,,,
INV-21865,Check,27-Apr-24,,,,,,,,,,,
INV-80902,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-75747,ACH Transfer,21-Apr-24,,,,,,,,,,,
INV-77460,Check,1-May-24,,,,,,,,,,,
INV-48187,Check,30-Apr-24,,,,,,,,,,,
INV-77855,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-24997,Credit Card,23-Apr-24,,,,,,,,,,,
INV-71814,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-60589,Credit Card,15-Apr-24,,,,,,,,,,,
INV-61341,Credit Card,21-Apr-24,,,,,,,,,,,
INV-21295,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-99932,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-15354,Check,30-Apr-24,,,,,,,,,,,
INV-67257,Credit Card,20-Apr-24,,,,,,,,,,,
INV-22958,Check,21-Apr-24,,,,,,,,,,,
INV-70452,Credit Card,13-Apr-24,,,,,,,,,,,
INV-20344,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-55591,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-14485,Check,15-Apr-24,,,,,,,,,,,
INV-60660,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-48661,Check,18-Apr-24,,,,,,,,,,,
INV-69779,Wire Transfer,27-Apr-24,,,,,,,,,,,
INV-36066,ACH Transfer,2-May-24,,,,,,,,,,,
INV-20978,ACH Transfer,20-Apr-24,,,,,,,,,,,
INV-31647,Credit Card,27-Apr-24,,,,,,,,,,,
INV-44944,Check,22-Apr-24,,,,,,,,,,,
INV-35660,Credit Card,30-Apr-24,,,,,,,,,,,
INV-57339,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-45941,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-60677,ACH Transfer,1-May-24,,,,,,,,,,,
INV-26709,Credit Card,22-Apr-24,,,,,,,,,,,
INV-36891,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-11159,Credit Card,21-Apr-24,,,,,,,,,,,
INV-54200,Credit Card,6-May-24,,,,,,,,,,,
INV-68534,ACH Transfer,26-Apr-24,,,,,,,,,,,
INV-90203,Check,9-Apr-24,,,,,,,,,,,
INV-82964,Wire Transfer,12-Apr-24,,,,,,,,,,,
INV-43535,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-31794,Credit Card,22-Apr-24,,,,,,,,,,,
INV-48710,Credit Card,10-Apr-24,,,,,,,,,,,
INV-41546,Check,28-Apr-24,,,,,,,,,,,
INV-97777,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-27761,Check,2-May-24,,,,,,,,,,,
INV-76685,Credit Card,27-Apr-24,,,,,,,,,,,
INV-17982,Credit Card,26-Apr-24,,,,,,,,,,,
INV-90744,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-74767,ACH Transfer,1-May-24,,,,,,,,,,,
INV-71112,ACH Transfer,17-Apr-24,,,,,,,,,,,
INV-35981,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-50007,Credit Card,25-Apr-24,,,,,,,,,,,
INV-37652,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-78437,Check,22-Apr-24,,,,,,,,,,,
INV-51994,Check,8-Apr-24,,,,,,,,,,,
INV-69544,Wire Transfer,4-May-24,,,,,,,,,,,
INV-97438,Check,6-May-24,,,,,,,,,,,
INV-48418,Credit Card,29-Apr-24,,,,,,,,,,,
INV-67543,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-12293,Check,15-Apr-24,,,,,,,,,,,
INV-33361,Credit Card,25-Apr-24,,,,,,,,,,,
INV-82509,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-42046,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-58169,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-40513,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-55833,Credit Card,3-May-24,,,,,,,,,,,
INV-95103,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-80947,Check,29-Apr-24,,,,,,,,,,,
INV-10148,Check,17-Apr-24,,,,,,,,,,,
INV-22987,Wire Transfer,1-May-24,,,,,,,,,,,
INV-96295,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-21763,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-39767,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-32220,Wire Transfer,27-Apr-24,,,,,,,,,,,
INV-33985,ACH Transfer,4-May-24,,,,,,,,,,,
INV-79355,Credit Card,25-Apr-24,,,,,,,,,,,
INV-20314,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-11837,Credit Card,24-Apr-24,,,,,,,,,,,
INV-87770,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-16601,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-78099,Credit Card,5-May-24,,,,,,,,,,,
INV-57470,Credit Card,23-Apr-24,,,,,,,,,,,
INV-57481,ACH Transfer,17-Apr-24,,,,,,,,,,,
INV-84314,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-24752,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-94284,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-62660,Check,28-Apr-24,,,,,,,,,,,
INV-42216,Check,6-May-24,,,,,,,,,,,
INV-34240,Check,30-Apr-24,,,,,,,,,,,
INV-99115,Credit Card,10-Apr-24,,,,,,,,,,,
INV-48772,Wire Transfer,5-May-24,,,,,,,,,,,
INV-92357,ACH Transfer,30-Apr-24,,,,,,,,,,,
INV-12675,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-32881,Check,1-May-24,,,,,,,,,,,
INV-43037,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-44371,Credit Card,1-May-24,,,,,,,,,,,
INV-85272,ACH Transfer,26-Apr-24,,,,,,,,,,,
INV-66127,Credit Card,9-Apr-24,,,,,,,,,,,
INV-39910,Check,25-Apr-24,,,,,,,,,,,
INV-16665,Check,13-Apr-24,,,,,,,,,,,
INV-54215,Credit Card,17-Apr-24,,,,,,,,,,,
INV-17754,Credit Card,28-Apr-24,,,,,,,,,,,
INV-64204,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-33632,Credit Card,10-Apr-24,,,,,,,,,,,
INV-27698,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-22823,Credit Card,12-Apr-24,,,,,,,,,,,
INV-87929,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-93747,Wire Transfer,27-Apr-24,,,,,,,,,,,
INV-33250,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-62933,Check,17-Apr-24,,,,,,,,,,,
INV-83234,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-75204,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-63517,Credit Card,25-Apr-24,,,,,,,,,,,
INV-34327,Check,4-May-24,,,,,,,,,,,
INV-97104,Wire Transfer,1-May-24,,,,,,,,,,,
INV-76168,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-41015,ACH Transfer,11-Apr-24,,,,,,,,,,,
INV-69160,Credit Card,2-May-24,,,,,,,,,,,
INV-35702,ACH Transfer,6-May-24,,,,,,,,,,,
INV-93194,Credit Card,7-Apr-24,,,,,,,,,,,
INV-45570,Wire Transfer,1-May-24,,,,,,,,,,,
INV-77080,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-67845,Check,28-Apr-24,,,,,,,,,,,
INV-58334,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-97322,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-93260,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-70797,Check,8-Apr-24,,,,,,,,,,,
INV-13704,Check,2-May-24,,,,,,,,,,,
INV-23807,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-95608,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-58702,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-74872,Check,20-Apr-24,,,,,,,,,,,
INV-26177,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-56344,ACH Transfer,20-Apr-24,,,,,,,,,,,
INV-65471,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-77780,Check,11-Apr-24,,,,,,,,,,,
INV-93780,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-11861,Check,17-Apr-24,,,,,,,,,,,
INV-27309,Credit Card,18-Apr-24,,,,,,,,,,,
INV-51292,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-58498,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-23574,Credit Card,25-Apr-24,,,,,,,,,,,
INV-61101,Wire Transfer,30-Apr-24,,,,,,,,,,,
INV-88742,ACH Transfer,26-Apr-24,,,,,,,,,,,
INV-84689,Credit Card,20-Apr-24,,,,,,,,,,,
INV-53581,Check,25-Apr-24,,,,,,,,,,,
INV-95304,Credit Card,10-Apr-24,,,,,,,,,,,
INV-15352,Check,28-Apr-24,,,,,,,,,,,
INV-28588,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-44691,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-58273,ACH Transfer,13-Apr-24,,,,,,,,,,,
INV-58257,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-86515,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-55164,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-55351,Credit Card,22-Apr-24,,,,,,,,,,,
INV-36524,Check,24-Apr-24,,,,,,,,,,,
INV-10576,Credit Card,21-Apr-24,,,,,,,,,,,
INV-19882,Check,13-Apr-24,,,,,,,,,,,
INV-44641,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-26720,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-30504,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-62755,Check,13-Apr-24,,,,,,,,,,,
